run_id,date_hint,category,method,experiment_purpose,status,hosts,storage_locations,relative_paths,branch_commits,has_metrics,has_summary,has_checkpoint,has_archive,archive_paths,keep_or_delete,migration_decision,migration_reason,notes
s9_raw_norm_probe_full_u250_to_u251_20260606,20260606,phase2,,raw-vs-normalized advantage diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_raw_norm_probe_full_u250_to_u251_20260606,runs/phase2/s9_raw_norm_probe_full_u250_to_u251_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_raw_norm_probe_full_u250_to_u251_20260606_fg,20260606,phase2,,raw-vs-normalized advantage diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_raw_norm_probe_full_u250_to_u251_20260606_fg,runs/phase2/s9_raw_norm_probe_full_u250_to_u251_20260606_fg,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_multih_u200_to_u201_20260607_v2,20260607,phase2,,BW branch/alignment diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_multih_u200_to_u201_20260607_v2,runs/phase2/s9_bw_alignment_probe_multih_u200_to_u201_20260607_v2,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_multih_u250_to_u251_20260607,20260607,phase2,,BW branch/alignment diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_multih_u250_to_u251_20260607,runs/phase2/s9_bw_alignment_probe_multih_u250_to_u251_20260607,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_s32_u200_branchbest_bw1e5_1u_20260607_codex,20260607,phase2,branch_best,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_s32_u200_branchbest_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_s32_u200_branchbest_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_s32_u200_branchhard_bw1e5_1u_20260607_codex,20260607,phase2,branch_hard,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_s32_u200_branchhard_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_s32_u200_branchhard_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_s32_u250_branchbest_bw1e5_1u_20260607_codex,20260607,phase2,branch_best,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_s32_u250_branchbest_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_s32_u250_branchbest_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_s32_u250_branchhard_bw1e5_1u_20260607_codex,20260607,phase2,branch_hard,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_s32_u250_branchhard_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_s32_u250_branchhard_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u200_branchbest_bw1e5_1u_20260607_codex,20260607,phase2,branch_best,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u200_branchbest_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_u200_branchbest_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u200_branchguard_bw1e5_1u_20260607_codex,20260607,phase2,branch_guard,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u200_branchguard_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_u200_branchguard_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u200_klguard_bw1e5_1u_20260607_codex,20260607,phase2,kl_guard,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u200_klguard_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_u200_klguard_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u200_ppo_bw1e5_1u_20260607_codex,20260607,phase2,,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u200_ppo_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_u200_ppo_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u200_ppo_bw1e6_1u_20260607_codex,20260607,phase2,,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u200_ppo_bw1e6_1u_20260607_codex,runs/phase2/s9_mechcmp_u200_ppo_bw1e6_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u250_branchbest_bw1e5_1u_20260607_codex,20260607,phase2,branch_best,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u250_branchbest_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_u250_branchbest_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u250_branchguard_bw1e5_1u_20260607_codex,20260607,phase2,branch_guard,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u250_branchguard_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_u250_branchguard_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u250_klguard_bw1e5_1u_20260607_codex,20260607,phase2,kl_guard,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u250_klguard_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_u250_klguard_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u250_ppo_bw1e5_1u_20260607_codex,20260607,phase2,,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u250_ppo_bw1e5_1u_20260607_codex,runs/phase2/s9_mechcmp_u250_ppo_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mechcmp_u250_ppo_bw1e6_1u_20260607_codex,20260607,phase2,,one-step mechanism-comparison diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_mechcmp_u250_ppo_bw1e6_1u_20260607_codex,runs/phase2/s9_mechcmp_u250_ppo_bw1e6_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_semantic_u250_branchbest_bw1e5_1u_20260607_codex,20260607,phase2,branch_best,semantic branch-score diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_semantic_u250_branchbest_bw1e5_1u_20260607_codex,runs/phase2/s9_semantic_u250_branchbest_bw1e5_1u_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
phase2_A_C_autodl_20260603,20260603,archive+phase2,,compressed archive for historical Phase 2 AutoDL runs,archive_only_or_archived,autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_A_C_autodl_20260603.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_A_C_autodl_20260603.tgz,runs/autodl_archive/phase2_A_C_autodl_20260603.tgz | runs/phase2/autodl_archive/phase2_A_C_autodl_20260603.tgz,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,yes,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_A_C_autodl_20260603.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_A_C_autodl_20260603.tgz,keep_archive_only,keep_archive_only,archive index row; restore payload only when needed,long-term registry; smoke-only rows omitted; verify before deleting source data
phase2_D_bootstrap_mcaux_20260603,20260603,archive+phase2,bootstrap+mc_aux,compressed archive for historical Phase 2 AutoDL runs,archive_only_or_archived,autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_D_bootstrap_mcaux_20260603.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_D_bootstrap_mcaux_20260603.tgz,runs/autodl_archive/phase2_D_bootstrap_mcaux_20260603.tgz | runs/phase2/autodl_archive/phase2_D_bootstrap_mcaux_20260603.tgz,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,yes,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_D_bootstrap_mcaux_20260603.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_D_bootstrap_mcaux_20260603.tgz,keep_archive_only,keep_archive_only,archive index row; restore payload only when needed,long-term registry; smoke-only rows omitted; verify before deleting source data
phase2_B_nstep64_autodl_20260604,20260604,archive+phase2,nstep,compressed archive for historical Phase 2 AutoDL runs,archive_only_or_archived,autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_B_nstep64_autodl_20260604.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_B_nstep64_autodl_20260604.tgz,runs/autodl_archive/phase2_B_nstep64_autodl_20260604.tgz | runs/phase2/autodl_archive/phase2_B_nstep64_autodl_20260604.tgz,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,yes,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_B_nstep64_autodl_20260604.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_B_nstep64_autodl_20260604.tgz,keep_archive_only,keep_archive_only,archive index row; restore payload only when needed,long-term registry; smoke-only rows omitted; verify before deleting source data
phase2_fixed_tau_causal_u150_u250_autodl_20260604,20260604,archive+phase2,fixed_tau,compressed archive for historical Phase 2 AutoDL runs,archive_only_or_archived,autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_fixed_tau_causal_u150_u250_autodl_20260604.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_fixed_tau_causal_u150_u250_autodl_20260604.tgz,runs/autodl_archive/phase2_fixed_tau_causal_u150_u250_autodl_20260604.tgz | runs/phase2/autodl_archive/phase2_fixed_tau_causal_u150_u250_autodl_20260604.tgz,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,yes,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_fixed_tau_causal_u150_u250_autodl_20260604.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_fixed_tau_causal_u150_u250_autodl_20260604.tgz,keep_archive_only,keep_archive_only,archive index row; restore payload only when needed,long-term registry; smoke-only rows omitted; verify before deleting source data
phase2_bootstrap_bw_autodl_20260605,20260605,archive+phase2,bootstrap,compressed archive for historical Phase 2 AutoDL runs,archive_only_or_archived,autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_bootstrap_bw_autodl_20260605.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_bootstrap_bw_autodl_20260605.tgz,runs/autodl_archive/phase2_bootstrap_bw_autodl_20260605.tgz | runs/phase2/autodl_archive/phase2_bootstrap_bw_autodl_20260605.tgz,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,yes,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/autodl_archive/phase2_bootstrap_bw_autodl_20260605.tgz | s9:D:/sagin_marl/runs/autodl_archive/phase2_bootstrap_bw_autodl_20260605.tgz,keep_archive_only,keep_archive_only,archive index row; restore payload only when needed,long-term registry; smoke-only rows omitted; verify before deleting source data
mc_vs_bootstrap_short_20260531_1732,20260531_1732,phase2,mc_vs_bootstrap+bootstrap,Phase 2 run; purpose needs manual confirmation,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/mc_vs_bootstrap_short_20260531_1732,runs/phase2/mc_vs_bootstrap_short_20260531_1732,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
mc_vs_bootstrap_medium_20260531_1745,20260531_1745,phase2,mc_vs_bootstrap+bootstrap,Phase 2 run; purpose needs manual confirmation,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/mc_vs_bootstrap_medium_20260531_1745,runs/phase2/mc_vs_bootstrap_medium_20260531_1745,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
bootstrap_microbatch_probe_20260602_2336,20260602_2336,phase2,bootstrap,Phase 2 run; purpose needs manual confirmation,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/bootstrap_microbatch_probe_20260602_2336,runs/phase2/bootstrap_microbatch_probe_20260602_2336,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
bootstrap150_credit_probe_u151_20260604,20260604,phase2,bootstrap+credit_probe,per-update credit-direction diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/bootstrap150_credit_probe_u151_20260604,runs/phase2/bootstrap150_credit_probe_u151_20260604,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
bootstrap250_credit_probe_u251_20260604,20260604,phase2,bootstrap+credit_probe,per-update credit-direction diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/bootstrap250_credit_probe_u251_20260604,runs/phase2/bootstrap250_credit_probe_u251_20260604,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_adv_filter_actor1_u240_control_20260605_advfilter,20260605,phase2,,advantage-filter actor-update diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_adv_filter_actor1_u240_control_20260605_advfilter,runs/phase2/s9_adv_filter_actor1_u240_control_20260605_advfilter,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_adv_filter_pos_reset_tinylr_actor1_u240_control_20260605,20260605,phase2,,advantage-filter actor-update diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_adv_filter_pos_reset_tinylr_actor1_u240_control_20260605,runs/phase2/s9_adv_filter_pos_reset_tinylr_actor1_u240_control_20260605,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_adv_filter_reset_actor1_u240_control_20260605,20260605,phase2,,advantage-filter actor-update diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_adv_filter_reset_actor1_u240_control_20260605,runs/phase2/s9_adv_filter_reset_actor1_u240_control_20260605,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
guarded_bw_soft_formal_py_20260605_43770,20260605_43770,phase2,guarded_bw,guarded BW update prototype/check,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/guarded_bw_soft_formal_py_20260605_43770,runs/phase2/guarded_bw_soft_formal_py_20260605_43770,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
guarded_bw_soft_formal_py_20260605_91754,20260605_91754,phase2,guarded_bw,guarded BW update prototype/check,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/guarded_bw_soft_formal_py_20260605_91754,runs/phase2/guarded_bw_soft_formal_py_20260605_91754,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_u250_to_u251_lr0_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr0_20260606,runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr0_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_u250_to_u251_lr1e4_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr1e4_20260606,runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr1e4_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_u250_to_u251_lr1e5_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr1e5_20260606,runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr1e5_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_u250_to_u251_lr3e4_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr3e4_20260606,runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr3e4_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_u250_to_u251_lr3e5_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr3e5_20260606,runs/phase2/s9_bw_lr_sweep_u250_to_u251_lr3e5_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,review,review_before_migration,has metrics but not yet classified as canonical,long-term registry; smoke-only rows omitted; verify before deleting source data
lyapunov,,legacy_or_misc,,legacy miscellaneous output; review only if referenced,directory_only,local,local:/Users/erik/Documents/GitHub/sagin_marl/runs/lyapunov,runs/lyapunov,local:phase2-bw-degradation@ff32886,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,not a long-term experiment record,long-term registry; smoke-only rows omitted; verify before deleting source data
stage1_accel,,legacy_or_misc,,legacy miscellaneous output; review only if referenced,directory_only,local,local:/Users/erik/Documents/GitHub/sagin_marl/runs/stage1_accel,runs/stage1_accel,local:phase2-bw-degradation@ff32886,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,not a long-term experiment record,long-term registry; smoke-only rows omitted; verify before deleting source data
test,,legacy_or_misc,,legacy miscellaneous output; review only if referenced,directory_only,local,local:/Users/erik/Documents/GitHub/sagin_marl/runs/test,runs/test,local:phase2-bw-degradation@ff32886,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,not a long-term experiment record,long-term registry; smoke-only rows omitted; verify before deleting source data
autodl_debug_4env20step_3upd_20260524_143141,20260524_143141,legacy_or_misc,env_record,temporary debug/smoke support artifact,debug_or_failed_observed,s9,s9:D:/sagin_marl/runs/autodl_debug_4env20step_3upd_20260524_143141,runs/autodl_debug_4env20step_3upd_20260524_143141,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
autodl_debug_16env100step_10upd_20260524_143713,20260524_143713,legacy_or_misc,env_record,temporary debug/smoke support artifact,debug_or_failed_observed,s9,s9:D:/sagin_marl/runs/autodl_debug_16env100step_10upd_20260524_143713,runs/autodl_debug_16env100step_10upd_20260524_143713,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
_drivers,,phase2,,temporary debug/smoke support artifact,directory_only,s9,s9:D:/sagin_marl/runs/phase2/_drivers,runs/phase2/_drivers,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_credit_probe_currentcode_debug_resume_u240_noop,,phase2,credit_probe,per-update credit-direction diagnostic,debug_or_failed_observed,s9,s9:D:/sagin_marl/runs/phase2/s9_credit_probe_currentcode_debug_resume_u240_noop,runs/phase2/s9_credit_probe_currentcode_debug_resume_u240_noop,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
bootstrap_gae_entry_smoke_20260531_1638,20260531_1638,phase2,bootstrap+smoke,temporary debug/smoke support artifact,directory_only,s9,s9:D:/sagin_marl/runs/phase2/bootstrap_gae_entry_smoke_20260531_1638,runs/phase2/bootstrap_gae_entry_smoke_20260531_1638,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
bootstrap_gae_entry_smoke_20260531_1652,20260531_1652,phase2,bootstrap+smoke,temporary debug/smoke support artifact,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/bootstrap_gae_entry_smoke_20260531_1652,runs/phase2/bootstrap_gae_entry_smoke_20260531_1652,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
mc_vs_bootstrap_short_20260531_1715,20260531_1715,phase2,mc_vs_bootstrap+bootstrap,Phase 2 run; purpose needs manual confirmation,directory_only,s9,s9:D:/sagin_marl/runs/phase2/mc_vs_bootstrap_short_20260531_1715,runs/phase2/mc_vs_bootstrap_short_20260531_1715,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
mc_vs_bootstrap_medium_20260531_1740,20260531_1740,phase2,mc_vs_bootstrap+bootstrap,Phase 2 run; purpose needs manual confirmation,directory_only,s9,s9:D:/sagin_marl/runs/phase2/mc_vs_bootstrap_medium_20260531_1740,runs/phase2/mc_vs_bootstrap_medium_20260531_1740,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
bootstrap_entry_debug_20260602_025457,20260602_025457,phase2,bootstrap,temporary debug/smoke support artifact,debug_or_failed_observed,s9,s9:D:/sagin_marl/runs/phase2/bootstrap_entry_debug_20260602_025457,runs/phase2/bootstrap_entry_debug_20260602_025457,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
bootstrap_entry_debug_20260602_025951,20260602_025951,phase2,bootstrap,temporary debug/smoke support artifact,debug_or_failed_observed,s9,s9:D:/sagin_marl/runs/phase2/bootstrap_entry_debug_20260602_025951,runs/phase2/bootstrap_entry_debug_20260602_025951,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
